"edrpou","public_name","employee_type","speciality"
"02006716","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЗАПОРІЗЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ"" ЗАПОРІЗЬКОЇ ОБЛАСНОЇ РАДИ","ASSISTANT","NURSING"
"02006716","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЗАПОРІЗЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ"" ЗАПОРІЗЬКОЇ ОБЛАСНОЇ РАДИ","SPECIALIST","ANAESTHETICS"
"02006716","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЗАПОРІЗЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ"" ЗАПОРІЗЬКОЇ ОБЛАСНОЇ РАДИ","SPECIALIST","ANAESTHETICS"
"02006716","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЗАПОРІЗЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ"" ЗАПОРІЗЬКОЇ ОБЛАСНОЇ РАДИ","SPECIALIST","TRANSPLANTOLOGY"
"05498694","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""МІСЬКА ЛІКАРНЯ №9"" ЗАПОРІЗЬКОЇ МІСЬКОЇ РАДИ","ASSISTANT","NURSING"
"02006716","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЗАПОРІЗЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ"" ЗАПОРІЗЬКОЇ ОБЛАСНОЇ РАДИ","SPECIALIST","ORTHOPAEDICS"
"02006716","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЗАПОРІЗЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ"" ЗАПОРІЗЬКОЇ ОБЛАСНОЇ РАДИ","SPECIALIST","ORTHOPAEDICS"
"05498694","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""МІСЬКА ЛІКАРНЯ №9"" ЗАПОРІЗЬКОЇ МІСЬКОЇ РАДИ","SPECIALIST","EMERGENCY_MEDICINE"
"02006716","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЗАПОРІЗЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ"" ЗАПОРІЗЬКОЇ ОБЛАСНОЇ РАДИ","SPECIALIST","FUNCTIONAL_DIAGNOSTICS"
"20498781","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""МІСЬКА ЛІКАРНЯ №1"" ЗАПОРІЗЬКОЇ МІСЬКОЇ РАДИ","SPECIALIST","OBSTETRICS_AND_GYNECOLOGY"
"05498694","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""МІСЬКА ЛІКАРНЯ №9"" ЗАПОРІЗЬКОЇ МІСЬКОЇ РАДИ","SPECIALIST","EMERGENCY_MEDICINE"
"05498694","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""МІСЬКА ЛІКАРНЯ №9"" ЗАПОРІЗЬКОЇ МІСЬКОЇ РАДИ","SPECIALIST","NEUROLOGY"
"02006716","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЗАПОРІЗЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ"" ЗАПОРІЗЬКОЇ ОБЛАСНОЇ РАДИ","SPECIALIST","UROLOGY"
"05498677","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""МІСЬКА ЛІКАРНЯ ЕКСТРЕНОЇ ТА ШВИДКОЇ МЕДИЧНОЇ ДОПОМОГИ"" ЗАПОРІЗЬКОЇ МІСЬКОЇ РАДИ","ASSISTANT","PHYSICAL_THERAPEUTICS"
"02006716","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЗАПОРІЗЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ"" ЗАПОРІЗЬКОЇ ОБЛАСНОЇ РАДИ","SPECIALIST","GENERAL_SURGERY"
"02006716","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЗАПОРІЗЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ"" ЗАПОРІЗЬКОЇ ОБЛАСНОЇ РАДИ","SPECIALIST","ORTHOPAEDICS"
"02006716","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЗАПОРІЗЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ"" ЗАПОРІЗЬКОЇ ОБЛАСНОЇ РАДИ","SPECIALIST","X_RAY_RADIOLOGY"
"02006716","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЗАПОРІЗЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ"" ЗАПОРІЗЬКОЇ ОБЛАСНОЇ РАДИ","SPECIALIST","GENERAL_HEMATOLOGY"
"02006716","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЗАПОРІЗЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ"" ЗАПОРІЗЬКОЇ ОБЛАСНОЇ РАДИ","SPECIALIST","NEUROLOGY"
"02006716","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЗАПОРІЗЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ"" ЗАПОРІЗЬКОЇ ОБЛАСНОЇ РАДИ","SPECIALIST","CLINICAL_BIOCHEMISTRY"
"02006716","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЗАПОРІЗЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ"" ЗАПОРІЗЬКОЇ ОБЛАСНОЇ РАДИ","SPECIALIST","GASTROENTEROLOGY"
"02006716","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЗАПОРІЗЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ"" ЗАПОРІЗЬКОЇ ОБЛАСНОЇ РАДИ","SPECIALIST","OPHTHALMOLOGY"
"02009867","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ХЕРСОНСЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ"" ХЕРСОНСЬКОЇ ОБЛАСНОЇ РАДИ","ASSISTANT","NURSING"
"05498694","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""МІСЬКА ЛІКАРНЯ №9"" ЗАПОРІЗЬКОЇ МІСЬКОЇ РАДИ","ASSISTANT","NURSING"
"05498849","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ОБЛАСНА ІНФЕКЦІЙНА КЛІНІЧНА ЛІКАРНЯ"" ЗАПОРІЗЬКОЇ ОБЛАСНОЇ РАДИ","LABORANT","CLINICAL_DIAGNOSTIC"
"02006716","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЗАПОРІЗЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ"" ЗАПОРІЗЬКОЇ ОБЛАСНОЇ РАДИ","SPECIALIST","OBSTETRICS_AND_GYNECOLOGY"
"02006716","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЗАПОРІЗЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ"" ЗАПОРІЗЬКОЇ ОБЛАСНОЇ РАДИ","SPECIALIST","GASTROENTEROLOGY"
"02006716","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЗАПОРІЗЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ"" ЗАПОРІЗЬКОЇ ОБЛАСНОЇ РАДИ","SPECIALIST","ULTRASONIC_DIAGNOSIS"
"05498694","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""МІСЬКА ЛІКАРНЯ №9"" ЗАПОРІЗЬКОЇ МІСЬКОЇ РАДИ","ASSISTANT","NURSING"
"02006716","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЗАПОРІЗЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ"" ЗАПОРІЗЬКОЇ ОБЛАСНОЇ РАДИ","ASSISTANT","NURSING"
"02006716","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЗАПОРІЗЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ"" ЗАПОРІЗЬКОЇ ОБЛАСНОЇ РАДИ","SPECIALIST","X_RAY_RADIOLOGY"
"02006716","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЗАПОРІЗЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ"" ЗАПОРІЗЬКОЇ ОБЛАСНОЇ РАДИ","ASSISTANT","CLINICAL_LABORATORY"
"02006716","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЗАПОРІЗЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ"" ЗАПОРІЗЬКОЇ ОБЛАСНОЇ РАДИ","ASSISTANT","NURSING"
"05498677","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""МІСЬКА ЛІКАРНЯ ЕКСТРЕНОЇ ТА ШВИДКОЇ МЕДИЧНОЇ ДОПОМОГИ"" ЗАПОРІЗЬКОЇ МІСЬКОЇ РАДИ","ASSISTANT","CLINICAL_LABORATORY"
"02006716","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЗАПОРІЗЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ"" ЗАПОРІЗЬКОЇ ОБЛАСНОЇ РАДИ","SPECIALIST","ANAESTHETICS"
"02006716","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЗАПОРІЗЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ"" ЗАПОРІЗЬКОЇ ОБЛАСНОЇ РАДИ","ASSISTANT","NURSING"
"05498694","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""МІСЬКА ЛІКАРНЯ №9"" ЗАПОРІЗЬКОЇ МІСЬКОЇ РАДИ","ASSISTANT","PHYSICAL_THERAPEUTICS"
"02006716","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЗАПОРІЗЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ"" ЗАПОРІЗЬКОЇ ОБЛАСНОЇ РАДИ","ASSISTANT","NURSING"
"05498694","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""МІСЬКА ЛІКАРНЯ №9"" ЗАПОРІЗЬКОЇ МІСЬКОЇ РАДИ","ASSISTANT","NURSING"
"02006716","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЗАПОРІЗЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ"" ЗАПОРІЗЬКОЇ ОБЛАСНОЇ РАДИ","SPECIALIST","LABORATORY_IMMUNOLOGY"
"02006716","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЗАПОРІЗЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ"" ЗАПОРІЗЬКОЇ ОБЛАСНОЇ РАДИ","SPECIALIST","PULMONOLOGY"
"05498737","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЗАПОРІЗЬКА ОБЛАСНА КЛІНІЧНА ДИТЯЧА ЛІКАРНЯ"" ЗАПОРІЗЬКОЇ ОБЛАСНОЇ РАДИ","SPECIALIST","PEDIATRIC_ANAESTHETICS"
"26083704","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ХЕРСОНСЬКА ОБЛАСНА ІНФЕКЦІЙНА ЛІКАРНЯ ІМ. Г.І. ГОРБАЧЕВСЬКОГО"" ХЕРСОНСЬКОЇ ОБЛАСНОЇ РАДИ","SPECIALIST","X_RAY_RADIOLOGY"
"02006716","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЗАПОРІЗЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ"" ЗАПОРІЗЬКОЇ ОБЛАСНОЇ РАДИ","SPECIALIST","NEUROLOGY"
"02006716","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЗАПОРІЗЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ"" ЗАПОРІЗЬКОЇ ОБЛАСНОЇ РАДИ","SPECIALIST","INTERVENTIONAL_CARDIOLOGY"
"02006716","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЗАПОРІЗЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ"" ЗАПОРІЗЬКОЇ ОБЛАСНОЇ РАДИ","SPECIALIST","ANAESTHETICS"
"05498677","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""МІСЬКА ЛІКАРНЯ ЕКСТРЕНОЇ ТА ШВИДКОЇ МЕДИЧНОЇ ДОПОМОГИ"" ЗАПОРІЗЬКОЇ МІСЬКОЇ РАДИ","ASSISTANT","CLINICAL_LABORATORY"
"02006716","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЗАПОРІЗЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ"" ЗАПОРІЗЬКОЇ ОБЛАСНОЇ РАДИ","SPECIALIST","OTORHINOLARYNGOLOGY"
"26083704","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ХЕРСОНСЬКА ОБЛАСНА ІНФЕКЦІЙНА ЛІКАРНЯ ІМ. Г.І. ГОРБАЧЕВСЬКОГО"" ХЕРСОНСЬКОЇ ОБЛАСНОЇ РАДИ","OWNER",NULL
"02006716","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЗАПОРІЗЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ"" ЗАПОРІЗЬКОЇ ОБЛАСНОЇ РАДИ","SPECIALIST","OPHTHALMOLOGY"
"05498737","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЗАПОРІЗЬКА ОБЛАСНА КЛІНІЧНА ДИТЯЧА ЛІКАРНЯ"" ЗАПОРІЗЬКОЇ ОБЛАСНОЇ РАДИ","ASSISTANT","NURSING"
"26083704","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ХЕРСОНСЬКА ОБЛАСНА ІНФЕКЦІЙНА ЛІКАРНЯ ІМ. Г.І. ГОРБАЧЕВСЬКОГО"" ХЕРСОНСЬКОЇ ОБЛАСНОЇ РАДИ","SPECIALIST","ANAESTHETICS"
"02009867","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ХЕРСОНСЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ"" ХЕРСОНСЬКОЇ ОБЛАСНОЇ РАДИ","SPECIALIST","PHYSICAL_THERAPEUTICS"
"02009867","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ХЕРСОНСЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ"" ХЕРСОНСЬКОЇ ОБЛАСНОЇ РАДИ","SPECIALIST","ANAESTHETICS"
"05498694","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""МІСЬКА ЛІКАРНЯ №9"" ЗАПОРІЗЬКОЇ МІСЬКОЇ РАДИ","SPECIALIST","ONCOLOGY"
"02009867","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ХЕРСОНСЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ"" ХЕРСОНСЬКОЇ ОБЛАСНОЇ РАДИ","SPECIALIST","GENERAL_SURGERY"
"02009867","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ХЕРСОНСЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ"" ХЕРСОНСЬКОЇ ОБЛАСНОЇ РАДИ","ASSISTANT","OPERATING_NURSING"
"02009867","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ХЕРСОНСЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ"" ХЕРСОНСЬКОЇ ОБЛАСНОЇ РАДИ","ASSISTANT","NURSING"
"20498781","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""МІСЬКА ЛІКАРНЯ №1"" ЗАПОРІЗЬКОЇ МІСЬКОЇ РАДИ","ASSISTANT","CLINICAL_LABORATORY"
"05498694","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""МІСЬКА ЛІКАРНЯ №9"" ЗАПОРІЗЬКОЇ МІСЬКОЇ РАДИ","ASSISTANT","NURSING"
"20498781","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""МІСЬКА ЛІКАРНЯ №1"" ЗАПОРІЗЬКОЇ МІСЬКОЇ РАДИ","ASSISTANT","NURSING"
"02006716","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЗАПОРІЗЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ"" ЗАПОРІЗЬКОЇ ОБЛАСНОЇ РАДИ","SPECIALIST","GENERAL_SURGERY"
"05498737","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЗАПОРІЗЬКА ОБЛАСНА КЛІНІЧНА ДИТЯЧА ЛІКАРНЯ"" ЗАПОРІЗЬКОЇ ОБЛАСНОЇ РАДИ","SPECIALIST","PEDIATRIC_NEUROLOGICAL_SURGERY"
"05498677","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""МІСЬКА ЛІКАРНЯ ЕКСТРЕНОЇ ТА ШВИДКОЇ МЕДИЧНОЇ ДОПОМОГИ"" ЗАПОРІЗЬКОЇ МІСЬКОЇ РАДИ","SPECIALIST","GENERAL_SURGERY"
"05498677","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""МІСЬКА ЛІКАРНЯ ЕКСТРЕНОЇ ТА ШВИДКОЇ МЕДИЧНОЇ ДОПОМОГИ"" ЗАПОРІЗЬКОЇ МІСЬКОЇ РАДИ","SPECIALIST","SURGICAL_ONCOLOGY"
"05498737","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЗАПОРІЗЬКА ОБЛАСНА КЛІНІЧНА ДИТЯЧА ЛІКАРНЯ"" ЗАПОРІЗЬКОЇ ОБЛАСНОЇ РАДИ","RECEPTIONIST",NULL
"05498737","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЗАПОРІЗЬКА ОБЛАСНА КЛІНІЧНА ДИТЯЧА ЛІКАРНЯ"" ЗАПОРІЗЬКОЇ ОБЛАСНОЇ РАДИ","SPECIALIST","PHYSICAL_MEDICINE_AND_REHABILITATION"
"05498677","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""МІСЬКА ЛІКАРНЯ ЕКСТРЕНОЇ ТА ШВИДКОЇ МЕДИЧНОЇ ДОПОМОГИ"" ЗАПОРІЗЬКОЇ МІСЬКОЇ РАДИ","ASSISTANT","NURSING"
"02006716","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЗАПОРІЗЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ"" ЗАПОРІЗЬКОЇ ОБЛАСНОЇ РАДИ","SPECIALIST","X_RAY_RADIOLOGY"
"05498737","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЗАПОРІЗЬКА ОБЛАСНА КЛІНІЧНА ДИТЯЧА ЛІКАРНЯ"" ЗАПОРІЗЬКОЇ ОБЛАСНОЇ РАДИ","SPECIALIST","PEDIATRIC_GYNECOLOGY"
"02009867","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ХЕРСОНСЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ"" ХЕРСОНСЬКОЇ ОБЛАСНОЇ РАДИ","SPECIALIST","OPHTHALMOLOGY"
"02006716","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЗАПОРІЗЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ"" ЗАПОРІЗЬКОЇ ОБЛАСНОЇ РАДИ","RECEPTIONIST",NULL
"02006716","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЗАПОРІЗЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ"" ЗАПОРІЗЬКОЇ ОБЛАСНОЇ РАДИ","SPECIALIST","THERAPIST"
"02009867","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ХЕРСОНСЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ"" ХЕРСОНСЬКОЇ ОБЛАСНОЇ РАДИ","SPECIALIST","COMBUSTIOLOGY"
"05498677","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""МІСЬКА ЛІКАРНЯ ЕКСТРЕНОЇ ТА ШВИДКОЇ МЕДИЧНОЇ ДОПОМОГИ"" ЗАПОРІЗЬКОЇ МІСЬКОЇ РАДИ","SPECIALIST","ERGOTHERAPEUTICS"
"05498677","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""МІСЬКА ЛІКАРНЯ ЕКСТРЕНОЇ ТА ШВИДКОЇ МЕДИЧНОЇ ДОПОМОГИ"" ЗАПОРІЗЬКОЇ МІСЬКОЇ РАДИ","ASSISTANT","PHYSICAL_THERAPEUTICS"
"02006716","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЗАПОРІЗЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ"" ЗАПОРІЗЬКОЇ ОБЛАСНОЇ РАДИ","SPECIALIST","AUDIOLOGY"
"05498694","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""МІСЬКА ЛІКАРНЯ №9"" ЗАПОРІЗЬКОЇ МІСЬКОЇ РАДИ","ASSISTANT","NURSING"
"26083704","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ХЕРСОНСЬКА ОБЛАСНА ІНФЕКЦІЙНА ЛІКАРНЯ ІМ. Г.І. ГОРБАЧЕВСЬКОГО"" ХЕРСОНСЬКОЇ ОБЛАСНОЇ РАДИ","ASSISTANT","NURSING"
"02006716","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЗАПОРІЗЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ"" ЗАПОРІЗЬКОЇ ОБЛАСНОЇ РАДИ","ASSISTANT","PHYSICAL_THERAPEUTICS"
"05498694","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""МІСЬКА ЛІКАРНЯ №9"" ЗАПОРІЗЬКОЇ МІСЬКОЇ РАДИ","ASSISTANT","CLINICAL_LABORATORY"
"05498694","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""МІСЬКА ЛІКАРНЯ №9"" ЗАПОРІЗЬКОЇ МІСЬКОЇ РАДИ","SPECIALIST","ORTHOPAEDICS"
"02006716","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЗАПОРІЗЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ"" ЗАПОРІЗЬКОЇ ОБЛАСНОЇ РАДИ","ASSISTANT","CLINICAL_LABORATORY"
"02006716","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЗАПОРІЗЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ"" ЗАПОРІЗЬКОЇ ОБЛАСНОЇ РАДИ","SPECIALIST","PHYSICAL_THERAPEUTICS"
"02006716","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЗАПОРІЗЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ"" ЗАПОРІЗЬКОЇ ОБЛАСНОЇ РАДИ","ASSISTANT","PHYSICAL_THERAPEUTICS"
"05498694","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""МІСЬКА ЛІКАРНЯ №9"" ЗАПОРІЗЬКОЇ МІСЬКОЇ РАДИ","RECEPTIONIST",NULL
"05498694","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""МІСЬКА ЛІКАРНЯ №9"" ЗАПОРІЗЬКОЇ МІСЬКОЇ РАДИ","ASSISTANT","CLINICAL_LABORATORY"
"05498737","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЗАПОРІЗЬКА ОБЛАСНА КЛІНІЧНА ДИТЯЧА ЛІКАРНЯ"" ЗАПОРІЗЬКОЇ ОБЛАСНОЇ РАДИ","SPECIALIST","PEDIATRIC_ANAESTHETICS"
"05498694","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""МІСЬКА ЛІКАРНЯ №9"" ЗАПОРІЗЬКОЇ МІСЬКОЇ РАДИ","SPECIALIST","EMERGENCY_MEDICINE"
"02006716","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЗАПОРІЗЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ"" ЗАПОРІЗЬКОЇ ОБЛАСНОЇ РАДИ","SPECIALIST","INFECTIOUS_DISEASES"
"02006716","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЗАПОРІЗЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ"" ЗАПОРІЗЬКОЇ ОБЛАСНОЇ РАДИ","RECEPTIONIST",NULL
