"registration_area","edrpou","public_name","тип_працівника","спеціальність","count"
"ДОНЕЦЬКА","39017488","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ДОБРОПІЛЬСЬКА ЛІКАРНЯ ІНТЕНСИВНОГО ЛІКУВАННЯ""","спеціаліст","Психіатрія","4"
"ДОНЕЦЬКА","39017488","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ДОБРОПІЛЬСЬКА ЛІКАРНЯ ІНТЕНСИВНОГО ЛІКУВАННЯ""","спеціаліст","Організація і управління охороною здоров'я","5"
"ДОНЕЦЬКА","39017488","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ДОБРОПІЛЬСЬКА ЛІКАРНЯ ІНТЕНСИВНОГО ЛІКУВАННЯ""","спеціаліст","Радіологія","2"
"ДОНЕЦЬКА","39017488","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ДОБРОПІЛЬСЬКА ЛІКАРНЯ ІНТЕНСИВНОГО ЛІКУВАННЯ""","спеціаліст","Спортивна медицина","1"
"ДОНЕЦЬКА","39017488","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ДОБРОПІЛЬСЬКА ЛІКАРНЯ ІНТЕНСИВНОГО ЛІКУВАННЯ""","спеціаліст","Стоматологія","1"
"ДОНЕЦЬКА","39017488","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ДОБРОПІЛЬСЬКА ЛІКАРНЯ ІНТЕНСИВНОГО ЛІКУВАННЯ""","спеціаліст","Терапія","13"
"ДОНЕЦЬКА","39017488","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ДОБРОПІЛЬСЬКА ЛІКАРНЯ ІНТЕНСИВНОГО ЛІКУВАННЯ""","спеціаліст","Ультразвукова діагностика","4"
"ДОНЕЦЬКА","39017488","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ДОБРОПІЛЬСЬКА ЛІКАРНЯ ІНТЕНСИВНОГО ЛІКУВАННЯ""","спеціаліст","Урологія","2"
"ДОНЕЦЬКА","39017488","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ДОБРОПІЛЬСЬКА ЛІКАРНЯ ІНТЕНСИВНОГО ЛІКУВАННЯ""","спеціаліст","Рентгенологія","4"
"ЖИТОМИРСЬКА","01991406","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМ.О.Ф.ГЕРБАЧЕВСЬКОГО"" ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ","адміністратор",NULL,"3"
"ЖИТОМИРСЬКА","01991406","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМ.О.Ф.ГЕРБАЧЕВСЬКОГО"" ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ","асистент","Лабораторна справа (клініка)","43"
"ЖИТОМИРСЬКА","01991406","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМ.О.Ф.ГЕРБАЧЕВСЬКОГО"" ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ","асистент","Лікувальна справа","32"
"ЖИТОМИРСЬКА","01991406","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМ.О.Ф.ГЕРБАЧЕВСЬКОГО"" ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ","асистент","Лабораторна справа (гігієна)","9"
"ЖИТОМИРСЬКА","01991406","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМ.О.Ф.ГЕРБАЧЕВСЬКОГО"" ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ","асистент","Лікувальна справа (невідкладні стани)","6"
"ЖИТОМИРСЬКА","01991406","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМ.О.Ф.ГЕРБАЧЕВСЬКОГО"" ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ","асистент","Медична статистика","8"
"ЖИТОМИРСЬКА","01991406","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМ.О.Ф.ГЕРБАЧЕВСЬКОГО"" ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ","асистент","Сестринська справа","434"
"ЖИТОМИРСЬКА","01991406","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМ.О.Ф.ГЕРБАЧЕВСЬКОГО"" ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ","асистент","Акушерська справа","7"
"ЖИТОМИРСЬКА","01991406","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМ.О.Ф.ГЕРБАЧЕВСЬКОГО"" ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ","асистент","Сестринська справа (операційна)","55"
"ЖИТОМИРСЬКА","01991406","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМ.О.Ф.ГЕРБАЧЕВСЬКОГО"" ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ","асистент","Фізична терапія","3"
"ЖИТОМИРСЬКА","01991406","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМ.О.Ф.ГЕРБАЧЕВСЬКОГО"" ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ","асистент","Рентгенологія","26"
"ЖИТОМИРСЬКА","01991406","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМ.О.Ф.ГЕРБАЧЕВСЬКОГО"" ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ","відділ кадрів",NULL,"1"
"ЖИТОМИРСЬКА","01991406","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМ.О.Ф.ГЕРБАЧЕВСЬКОГО"" ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ","Медичний координатор","Трансплантологія","2"
"ЖИТОМИРСЬКА","01991406","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМ.О.Ф.ГЕРБАЧЕВСЬКОГО"" ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ","керівник закладу ОЗ",NULL,"1"
"ЖИТОМИРСЬКА","01991406","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМ.О.Ф.ГЕРБАЧЕВСЬКОГО"" ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ","працівник реєстратури",NULL,"9"
"ЖИТОМИРСЬКА","01991406","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМ.О.Ф.ГЕРБАЧЕВСЬКОГО"" ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ","спеціаліст","Алергологія","3"
"ЖИТОМИРСЬКА","01991406","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМ.О.Ф.ГЕРБАЧЕВСЬКОГО"" ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ","спеціаліст","Анестезіологія","61"
"ЖИТОМИРСЬКА","01991406","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМ.О.Ф.ГЕРБАЧЕВСЬКОГО"" ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ","спеціаліст","Сурдологія","1"
"ЖИТОМИРСЬКА","01991406","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМ.О.Ф.ГЕРБАЧЕВСЬКОГО"" ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ","спеціаліст","Бактеріологія","1"
"ЖИТОМИРСЬКА","01991406","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМ.О.Ф.ГЕРБАЧЕВСЬКОГО"" ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ","спеціаліст","Кардіологія","26"
"ЖИТОМИРСЬКА","01991406","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМ.О.Ф.ГЕРБАЧЕВСЬКОГО"" ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ","спеціаліст","Хірургія серця та магістральних судин","2"
"ЖИТОМИРСЬКА","01991406","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМ.О.Ф.ГЕРБАЧЕВСЬКОГО"" ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ","спеціаліст","Клінічна біохімія","2"
"ЖИТОМИРСЬКА","01991406","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМ.О.Ф.ГЕРБАЧЕВСЬКОГО"" ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ","спеціаліст","Клінічна лабораторна діагностика","3"
"ЖИТОМИРСЬКА","01991406","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМ.О.Ф.ГЕРБАЧЕВСЬКОГО"" ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ","спеціаліст","Комбустіологія","3"
"ЖИТОМИРСЬКА","01991406","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМ.О.Ф.ГЕРБАЧЕВСЬКОГО"" ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ","спеціаліст","Дерматовенерологія","2"
"ЖИТОМИРСЬКА","01991406","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМ.О.Ф.ГЕРБАЧЕВСЬКОГО"" ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ","спеціаліст","Дієтологія","1"
"ЖИТОМИРСЬКА","01991406","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМ.О.Ф.ГЕРБАЧЕВСЬКОГО"" ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ","спеціаліст","Медицина невідкладних станів","3"
"ЖИТОМИРСЬКА","01991406","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМ.О.Ф.ГЕРБАЧЕВСЬКОГО"" ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ","спеціаліст","Ендокринологія","9"
"ЖИТОМИРСЬКА","01991406","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМ.О.Ф.ГЕРБАЧЕВСЬКОГО"" ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ","спеціаліст","Ендоскопія","9"
"ЖИТОМИРСЬКА","01991406","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМ.О.Ф.ГЕРБАЧЕВСЬКОГО"" ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ","спеціаліст","Епідеміологія","1"
"ЖИТОМИРСЬКА","01991406","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМ.О.Ф.ГЕРБАЧЕВСЬКОГО"" ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ","спеціаліст","Ерготерапія","3"
"ЖИТОМИРСЬКА","01991406","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМ.О.Ф.ГЕРБАЧЕВСЬКОГО"" ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ","спеціаліст","Функціональна діагностика","5"
"ЖИТОМИРСЬКА","01991406","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМ.О.Ф.ГЕРБАЧЕВСЬКОГО"" ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ","спеціаліст","Гастроентерологія","5"
"ЖИТОМИРСЬКА","01991406","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМ.О.Ф.ГЕРБАЧЕВСЬКОГО"" ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ","спеціаліст","Гематологія","16"
"ЖИТОМИРСЬКА","01991406","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМ.О.Ф.ГЕРБАЧЕВСЬКОГО"" ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ","спеціаліст","Хірургія","29"
"ЖИТОМИРСЬКА","01991406","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМ.О.Ф.ГЕРБАЧЕВСЬКОГО"" ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ","спеціаліст","Імунологія","2"
"ЖИТОМИРСЬКА","01991406","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМ.О.Ф.ГЕРБАЧЕВСЬКОГО"" ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ","спеціаліст","Інфекційні хвороби","1"
"ЖИТОМИРСЬКА","01991406","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМ.О.Ф.ГЕРБАЧЕВСЬКОГО"" ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ","спеціаліст","Медична психологія","1"
"ЖИТОМИРСЬКА","01991406","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМ.О.Ф.ГЕРБАЧЕВСЬКОГО"" ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ","спеціаліст","Наркологія","1"
"ЖИТОМИРСЬКА","01991406","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМ.О.Ф.ГЕРБАЧЕВСЬКОГО"" ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ","спеціаліст","Нефрологія","26"
"ЖИТОМИРСЬКА","01991406","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМ.О.Ф.ГЕРБАЧЕВСЬКОГО"" ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ","спеціаліст","Неврологія","20"
"ЖИТОМИРСЬКА","01991406","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМ.О.Ф.ГЕРБАЧЕВСЬКОГО"" ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ","спеціаліст","Нейрохірургія","7"
"ЖИТОМИРСЬКА","01991406","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМ.О.Ф.ГЕРБАЧЕВСЬКОГО"" ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ","спеціаліст","Акушерство і гінекологія","12"
"ЖИТОМИРСЬКА","01991406","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМ.О.Ф.ГЕРБАЧЕВСЬКОГО"" ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ","спеціаліст","Професійна патологія","1"
"ЖИТОМИРСЬКА","01991406","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМ.О.Ф.ГЕРБАЧЕВСЬКОГО"" ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ","спеціаліст","Онкологія","3"
"ЖИТОМИРСЬКА","01991406","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМ.О.Ф.ГЕРБАЧЕВСЬКОГО"" ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ","спеціаліст","Офтальмологія","16"
"ЖИТОМИРСЬКА","01991406","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМ.О.Ф.ГЕРБАЧЕВСЬКОГО"" ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ","спеціаліст","Ортопедія і травматологія","17"
"ЖИТОМИРСЬКА","01991406","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМ.О.Ф.ГЕРБАЧЕВСЬКОГО"" ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ","спеціаліст","Отоларингологія","11"
"ЖИТОМИРСЬКА","01991406","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМ.О.Ф.ГЕРБАЧЕВСЬКОГО"" ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ","спеціаліст","Дитяча анестезіологія","1"
"ЖИТОМИРСЬКА","01991406","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМ.О.Ф.ГЕРБАЧЕВСЬКОГО"" ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ","спеціаліст","Педіатрія","2"
"ЖИТОМИРСЬКА","01991406","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМ.О.Ф.ГЕРБАЧЕВСЬКОГО"" ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ","спеціаліст","Фізична та реабілітаційна медицина","10"
"ЖИТОМИРСЬКА","01991406","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМ.О.Ф.ГЕРБАЧЕВСЬКОГО"" ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ","спеціаліст","Фізична терапія","4"
"ЖИТОМИРСЬКА","01991406","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМ.О.Ф.ГЕРБАЧЕВСЬКОГО"" ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ","спеціаліст","Фізіотерапія","1"
"ЖИТОМИРСЬКА","01991406","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМ.О.Ф.ГЕРБАЧЕВСЬКОГО"" ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ","спеціаліст","Проктологія","5"
"ЖИТОМИРСЬКА","01991406","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМ.О.Ф.ГЕРБАЧЕВСЬКОГО"" ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ","спеціаліст","Психіатрія","4"
"ЖИТОМИРСЬКА","01991406","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМ.О.Ф.ГЕРБАЧЕВСЬКОГО"" ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ","спеціаліст","Психотерапія","1"
"ЖИТОМИРСЬКА","01991406","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМ.О.Ф.ГЕРБАЧЕВСЬКОГО"" ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ","спеціаліст","Організація і управління охороною здоров'я","4"
"ЖИТОМИРСЬКА","01991406","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМ.О.Ф.ГЕРБАЧЕВСЬКОГО"" ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ","спеціаліст","Пульмонологія","9"
"ЖИТОМИРСЬКА","01991406","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМ.О.Ф.ГЕРБАЧЕВСЬКОГО"" ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ","спеціаліст","Радіологія","6"
"ЖИТОМИРСЬКА","01991406","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМ.О.Ф.ГЕРБАЧЕВСЬКОГО"" ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ","спеціаліст","Ревматологія","6"
"ЖИТОМИРСЬКА","01991406","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМ.О.Ф.ГЕРБАЧЕВСЬКОГО"" ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ","спеціаліст","Стоматологія","1"
"ЖИТОМИРСЬКА","01991406","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМ.О.Ф.ГЕРБАЧЕВСЬКОГО"" ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ","спеціаліст","Онкохірургія","2"
"ЖИТОМИРСЬКА","01991406","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМ.О.Ф.ГЕРБАЧЕВСЬКОГО"" ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ","спеціаліст","Терапія","14"
"ЖИТОМИРСЬКА","01991406","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМ.О.Ф.ГЕРБАЧЕВСЬКОГО"" ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ","спеціаліст","Торакальна хірургія","7"
"ЖИТОМИРСЬКА","01991406","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМ.О.Ф.ГЕРБАЧЕВСЬКОГО"" ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ","спеціаліст","Трансфузіологія","2"
"ЖИТОМИРСЬКА","01991406","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМ.О.Ф.ГЕРБАЧЕВСЬКОГО"" ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ","спеціаліст","Трансплантологія","4"
"ЖИТОМИРСЬКА","01991406","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМ.О.Ф.ГЕРБАЧЕВСЬКОГО"" ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ","спеціаліст","Ультразвукова діагностика","10"
"ЖИТОМИРСЬКА","01991406","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМ.О.Ф.ГЕРБАЧЕВСЬКОГО"" ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ","спеціаліст","Урологія","10"
"ЖИТОМИРСЬКА","01991406","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМ.О.Ф.ГЕРБАЧЕВСЬКОГО"" ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ","спеціаліст","Судинна хірургія","8"
